id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
30130446,Fully Furnished New Condo in Olympic Village,213654113,Shawn,,Mount Pleasant,49.27053,-123.10359,Entire home/apt,110,30,2,2019-06-30,0.26,2,0
30131516,The cozy home upstairs Room1,161785733,Joanna,,Kerrisdale,49.2231,-123.15003,Private room,70,1,4,2018-12-28,0.41,5,0
30133051,CONCERT? CONFERENCE? SPORTS GAME? Prime location!!,226416703,Rich,,Downtown Eastside,49.28254,-123.10633,Private room,85,1,91,2019-09-15,9.19,1,155
30133503,Cozy and safe place to enjoy your vacation!!!,168275447,Vi,,Hastings-Sunrise,49.26682,-123.0544,Entire home/apt,52,1,30,2019-09-08,3.03,1,116
30147059,Small cosy room for longer term,206738192,Will,,Kerrisdale,49.22232,-123.14386,Private room,65,5,3,2019-06-04,0.35,4,179
30150051,Bright and Cozy East Van Suite,226526649,Jodi,,Riley Park,49.25114,-123.09946,Entire home/apt,101,3,0,,,2,73
30152280,"1 bed, 1 bath in amazing location",55289042,Jimi,,Fairview,49.25948,-123.1445,Entire home/apt,85,2,42,2019-09-12,4.58,1,113
30154505,The cozy home,161785733,Joanna,,Kerrisdale,49.22287,-123.15176,Private room,230,1,2,2019-01-03,0.23,5,0
30160504,the cozy home upstairs Room 2,161785733,Joanna,,Kerrisdale,49.22311,-123.15106,Private room,65,1,1,2018-12-28,0.11,5,0
30163067,Heart of Vancouver (DT)+TV+ pool +Walk to  beach!,152656849,Ahmed,,West End,49.28631,-123.13895,Private room,89,3,28,2019-09-15,4.38,1,293
30175149,East Van Family Home,226526649,Jodi,,Riley Park,49.25023,-123.09785,Entire home/apt,200,2,5,2019-07-28,1.90,2,1
30177670,Beautiful Apartment in the heart of Vancouver,42437593,Aisha,,West End,49.28521,-123.12318,Entire home/apt,450,2,4,2019-08-18,2.73,1,79
30178554,Vancouver Shaughnessy Cozy Heritage House,122089413,Yue,,Shaughnessy,49.25336,-123.13132,Entire home/apt,600,3,13,2019-08-20,1.38,3,0
30180230,"Modern Bright 2br, center of city, with breakfast!",226721714,Emma,,Downtown,49.28092,-123.11172,Entire home/apt,199,1,85,2019-09-02,8.73,1,76
30181079,East Vancouver House near Main St./Monthly Rental,16132652,Richard,,Kensington-Cedar Cottage,49.24052,-123.08869,Entire home/apt,139,30,0,,,2,179
30204807,"Comfortable Central Downtown Sleeps 4, w/Parking!!",226873439,Ekamjot,,Downtown,49.27999,-123.12456,Entire home/apt,250,1,44,2019-09-11,4.52,1,74
30205096,2 Bedroom Clean Private Suite w/ Laundry &Near Bus,204341526,Kathy,,Killarney,49.22617,-123.03643,Entire home/apt,102,2,38,2019-09-13,4.33,2,77
30206072,Hearty Home,226880937,Ana Carmen,,Dunbar Southlands,49.25373,-123.17571,Private room,60,1,20,2019-09-01,3.35,2,147
30206363,Your home away from home in beautiful Point Grey!,226881985,Ylva,,West Point Grey,49.26256,-123.19955,Entire home/apt,429,3,5,2019-08-18,1.26,1,1
30207221,Charming Strathcona Home,5972888,David,,Downtown Eastside,49.27986,-123.09103,Entire home/apt,246,2,20,2019-09-02,2.03,1,0
30213093,Private room in Westend!,226923143,Maria Luisa,,West End,49.28706,-123.1381,Private room,70,1,26,2019-08-24,2.69,1,0
30229887,Executive suite Vancouver Furnished Condo Rental,95217850,Mauricio,,West End,49.28289,-123.12617,Entire home/apt,121,30,0,,,15,321
30231963,"HOTEL LIVING!! A+ amenities 24 hrs gym,hottub,pool",227040698,Trang,,Downtown,49.28589,-123.12335,Entire home/apt,350,1,11,2019-09-11,1.11,1,0
30255540,The Zebra Room,92060149,Rick,,Sunset,49.22041,-123.09376,Private room,33,1,27,2019-09-13,2.89,10,209
30270074,Modern Laneway Home near Commercial Drive,31662235,Cecile,,Grandview-Woodland,49.26717,-123.06129,Entire home/apt,90,31,1,2019-04-01,0.18,1,168
30270322,Quiet Kerrisdale Bedroom with street parking,4092188,Nik,,Arbutus Ridge,49.23811,-123.16393,Private room,52,1,9,2019-09-12,0.93,1,65
30272143,Central Downtown Condo -Newly Furnished w Parking!,227359574,Sandy,,Downtown Eastside,49.28015,-123.10998,Entire home/apt,328,1,66,2019-09-08,6.80,1,231
30272634,Hastings Sunrise - Modern & renovated garden suite,7990385,Shannon,,Hastings-Sunrise,49.27551,-123.04962,Entire home/apt,57,2,60,2019-09-13,6.19,1,225
30289787,Brand New 2M $ lux apt in Downtown / max 6 guests,56556218,Terry,,Mount Pleasant,49.27185,-123.10427,Entire home/apt,199,2,48,2019-09-02,5.50,1,1
30290552,"Modern Commercial Drive retreat, steps to Skytrain",20577471,Kyle,,Grandview-Woodland,49.26695,-123.06839,Entire home/apt,75,30,4,2019-07-27,0.61,1,137
30299180,UNIQUE LUXURY Sky Nest-Central Location w/Parking!,227567706,Sandy,,Downtown,49.28057,-123.10803,Entire home/apt,350,1,70,2019-08-31,7.55,1,241
30318796,1 Bdrm With View of Ocean - Very Centrally Located,227686785,Laurier,,Downtown,49.27645,-123.12958,Entire home/apt,250,3,7,2019-09-02,0.74,1,321
30320924,2 Bedrooms Central Downtown Vancouver (Yaletown),125368592,Fox,,Downtown,49.27937,-123.12009,Entire home/apt,150,4,2,2019-08-15,0.26,3,52
30322369,Executive Studio Suite. Desirable Kitsilano.,227710081,Carly,,Kitsilano,49.26623,-123.16203,Entire home/apt,135,4,14,2019-07-29,1.62,1,113
30324924,Cozy apt in heart of Historic Gastown,37489526,Terry,,Downtown Eastside,49.28233,-123.10468,Entire home/apt,250,1,55,2019-09-09,5.94,1,58
30326867,Comfy private room with a double bed in East Van,224096197,Joe,,Grandview-Woodland,49.26245,-123.06162,Private room,30,3,31,2019-09-07,3.23,2,0
30327106,Penthouse Loft in the heart of Downtown Vancouver,4632502,Kat,,Downtown,49.28004,-123.12254,Entire home/apt,144,55,1,2019-04-02,0.18,1,183
30329954,Long-term Stay at 3-bedroom Character House,19129507,Doug,,Sunset,49.22587,-123.08844,Entire home/apt,121,30,0,,,1,0
30342646,Gorgeous Downtown 1 BR w/ Parking - 30 day min!!,19059944,Kieran,,West End,49.28366,-123.13426,Entire home/apt,150,30,2,2019-08-31,0.55,2,295
30343721,Cozy and comfortable city-center coachhouse,9838373,Jason,,Sunset,49.23003,-123.10072,Entire home/apt,139,2,7,2019-06-26,0.99,4,294
30345097,Panoramic Views in Downtown Vancouver - Yaletown,4343819,Nelson,,Downtown,49.27561,-123.12819,Entire home/apt,324,2,76,2019-09-15,8.77,1,237
30346694,Lower Level Guest Suite in Quaint Home,227861011,Natalie,,Grandview-Woodland,49.27028,-123.05668,Entire home/apt,79,1,32,2019-09-10,3.39,1,71
30346862,Penthouse on  Beach Ave on Seawall in Vancouver,73852763,Iman,,Downtown,49.27493,-123.13197,Entire home/apt,483,2,43,2019-09-08,6.26,1,335
30352025,Luxury condo- sleeps 6,86108128,Troy,,Fairview,49.26612,-123.14081,Entire home/apt,995,3,0,,,1,0
30354011,The cozy home downstairs Room3,161785733,Joanna,,Kerrisdale,49.22312,-123.14975,Private room,56,1,1,2018-12-29,0.11,5,0
30354355,The cozy home downstairs Room6,161785733,Joanna,,Kerrisdale,49.22248,-123.15157,Private room,50,1,0,,,5,0
30355890,Gorgeous New Modern House,5213371,Suzanne,,Grandview-Woodland,49.28125,-123.06009,Entire home/apt,199,3,0,,,1,0
30358681,Super comfortable room 628,96465703,Ching Fang,,Marpole,49.2148,-123.14832,Private room,200,1,0,,,3,365
30371290,Gorgeous 7 bed high-end city-center family home,9838373,Jason,,Sunset,49.2299,-123.10095,Entire home/apt,899,2,2,2019-05-24,0.42,4,165
30372331,*NEW!* Charming Cozy DT Studio,228026518,Lin,,Downtown,49.27777,-123.1289,Entire home/apt,170,1,27,2019-08-17,2.78,2,257
30373419,City-center high-end 5 bed family home,9838373,Jason,,Sunset,49.23017,-123.101,Entire home/apt,569,2,9,2019-08-24,2.37,4,172
30403147,Modern - Centrally Located Jr. 2 Bedroom Home,228275296,Peter,,Sunset,49.22012,-123.10419,Entire home/apt,89,2,28,2019-09-08,3.15,1,167
30403444,Lavish OCEANVIEW Apartment with FREE PARKING,158331739,Alisha,,Downtown Eastside,49.2827,-123.10709,Entire home/apt,101,2,4,2019-09-15,1.62,2,99
30404054,Brand New Spacious High Ceiling Private Home,228299314,Theo,,Sunset,49.23257,-123.10101,Entire home/apt,179,3,23,2019-09-01,2.66,1,234
30404231,Yaletown Downtown Modern Apartment 24/7 pool+gym,160493838,Chris,,Downtown,49.27904,-123.12087,Private room,105,1,36,2019-08-31,4.60,2,314
30423206,Luxury modern city-centre home+ coachhouse (8 bed),9838373,Jason,,Sunset,49.23079,-123.09947,Entire home/apt,1299,2,3,2019-08-10,0.89,4,168
30431283,⭐3 Bedroom - Kitsilano Luxury Beach Retreat - 2⭐,228483049,Chris,,Kitsilano,49.26806,-123.16559,Entire home/apt,372,3,4,2019-09-15,0.90,1,3
30440418,Beautiful Condo in Central Location with Parking,60005882,Sandy,,Downtown,49.2782,-123.10843,Entire home/apt,249,1,58,2019-08-27,6.17,3,240
30447982,The Purple House,56666948,Matt & Sally,,Grandview-Woodland,49.2723,-123.07101,Entire home/apt,301,1,12,2019-06-14,1.26,1,0
30464949,2 bedroom + den townhouse close to Kits beach,23722695,Jeremy,,Kitsilano,49.27138,-123.16824,Entire home/apt,200,30,0,,,1,31
30477590,Parkview Suite,27338426,The A Team,,Kensington-Cedar Cottage,49.25283,-123.06478,Entire home/apt,150,3,17,2019-08-19,1.90,1,316
30487322,"Bright, Comfortable 2 BR -  15 min walk to beach",41775716,Karl,,Kitsilano,49.26592,-123.14673,Entire home/apt,103,2,6,2019-09-02,0.64,1,1
30502873,Clean Cozy House w/ Patio & Yard Central Location,204341526,Kathy,,Killarney,49.22765,-123.03531,Entire home/apt,189,2,35,2019-09-08,3.98,2,173
30539559,✺ HOME AWAY FROM HOME ✺ Close to EVERYTHING|MODERN,38286490,Ben,,Kensington-Cedar Cottage,49.24067,-123.07679,Entire home/apt,95,1,50,2019-09-04,5.28,2,80
30542291,Central and Convenient 3 BR Home - 10 mins to DT,229171898,Victoria,,Riley Park,49.25224,-123.10522,Entire home/apt,163,2,35,2019-09-02,4.02,1,259
30557861,Incredibly Central in South Granville Rise!,3282811,Randy & Pam,,Fairview,49.25732,-123.13157,Entire home/apt,368,2,15,2019-08-25,2.53,3,9
30557868,Bright & Spacious Suite steps from Skytrain,229268682,Levi,,Renfrew-Collingwood,49.23932,-123.02428,Entire home/apt,85,4,38,2019-09-01,4.37,1,2
30558757,Kits Beach Luxury whole house for the holidays,126347927,Shawn,,Kitsilano,49.27608,-123.1474,Entire home/apt,901,5,0,,,1,283
30559300,Beautiful Downtown Haven! Sleeps 4 Parking Inc,195905356,Chloe,,Downtown,49.27917,-123.12449,Entire home/apt,250,1,61,2019-09-04,6.63,1,54
30559784,Great Vancouver location! Charming one bedroom apt,203067516,Lisa,,Fairview,49.26135,-123.14245,Entire home/apt,140,3,12,2019-09-10,1.35,1,0
30561333,Waterfall Loft with Roof-Deck by Granville Island,10527114,David,,Fairview,49.26982,-123.14005,Entire home/apt,132,30,3,2019-08-12,0.53,6,211
30561861,Bright and Spacious 2 level 2 bedroom Townhome,3282811,Randy & Pam,,Fairview,49.25726,-123.13136,Entire home/apt,524,2,5,2019-08-21,1.32,3,0
30563458,Convenient Location with Bright & Clean 2 bedrooms,229297908,Sandra & John,,Killarney,49.23041,-123.04497,Entire home/apt,89,1,48,2019-09-02,5.45,1,62
30584324,Bright Two Bed Two Bath In Vancouver (Across VGH),139891966,Ishtar,,Fairview,49.26124,-123.12609,Entire home/apt,90,30,2,2019-08-01,0.25,28,113
30589887,LOCATION! Parking! Sleeps 2-4!,229454815,Ramandeep,,Downtown,49.27914,-123.12322,Entire home/apt,150,2,63,2019-09-01,6.85,1,66
30592428,Cozy one bedroom available for the month of Jan.,3130966,Angelina,,Downtown,49.2765,-123.1233,Entire home/apt,79,30,0,,,1,0
30592456,Sunny Spacious Luxury Downtown Free Parking,61023798,E & J,,Downtown,49.28027,-123.11922,Entire home/apt,50,30,7,2019-01-23,0.74,2,141
30674274,Majestic Modern Character Home,58954602,Maggie,,Riley Park,49.25589,-123.09887,Entire home/apt,375,2,12,2019-09-01,1.27,1,292
30674371,False creek Mountain and Water view,8993938,James And Jewel,,Fairview,49.26599,-123.13468,Entire home/apt,150,15,0,,,2,361
30677703,Family friendly 2BR/2WR next to Stanley Park!,156078863,Joseph,,West End,49.29216,-123.14144,Entire home/apt,250,2,37,2019-09-14,4.64,2,148
30683061,Entire 1 bed apt private entrance E. Van - monthly,82076626,Shawn,,Hastings-Sunrise,49.2774,-123.03598,Entire home/apt,38,30,2,2019-03-07,0.24,1,10
30689243,Warm Comfortable Downtown Parking Included :),229713952,Jonathan,,Downtown,49.27939,-123.12378,Entire home/apt,250,1,60,2019-09-11,6.57,1,72
30692099,1400 sqft sub-penthouse with picturesque views,3084195,Sherry,,Downtown,49.27825,-123.10831,Entire home/apt,699,2,5,2019-08-30,0.58,2,350
30695672,#A#Vancouver West & 15 mins to DT & Convenient Bus,229759476,Ray,,Arbutus Ridge,49.23591,-123.16852,Private room,38,1,70,2019-08-30,7.47,5,8
30696428,YVR Vacation Home,20133146,Michael,,Mount Pleasant,49.26945,-123.10309,Entire home/apt,110,29,5,2019-07-28,0.74,2,237
30699854,#B#Vancouver West & 15 mins to DT & Convenient Bus,229759476,Ray,,Arbutus Ridge,49.23581,-123.16827,Hotel room,50,1,75,2019-09-01,8.06,5,2
30712870,"Modern Chinatown Apartment, Walk to Everything!",8312639,Melissa,,Downtown Eastside,49.27812,-123.09754,Entire home/apt,150,2,45,2019-09-13,4.89,1,187
30714241,Beach Stay-  Perfect for your 30 day + stay,4484250,Karen,,Kitsilano,49.27241,-123.15946,Entire home/apt,170,30,1,2019-01-31,0.13,8,89
30720417,*New Modern 2 bdrm condo with Pool + GYM,229621112,Lauren,,Killarney,49.20558,-123.03103,Entire home/apt,150,180,25,2019-08-31,2.85,3,38
30732077,Top of the line NYC Style ~Spacious Loft ✰✰✰✰✰,38459934,Corporate Stays,,Downtown Eastside,49.28173,-123.10365,Entire home/apt,99,30,1,2019-02-22,0.14,25,31
30743342,Double-stacked Loft located in downtown Vancouver,230073543,Tony,,Downtown,49.27482,-123.12614,Entire home/apt,450,90,0,,,1,13
30744409,"22nd floor, 2 bedroom, 2 bathroom. Best location!",101455627,Amir,,West End,49.2862,-123.12543,Entire home/apt,220,2,45,2019-09-14,5.08,1,2
30751774,Designer Suite with Bright City View & Parking,230125706,Irene,,Downtown,49.28213,-123.12172,Entire home/apt,200,2,58,2019-09-07,6.52,1,29
30754670,"E#Vancouver west&Close to DT,Airpot&Convenient bus",229759476,Ray,,Arbutus Ridge,49.23664,-123.16915,Private room,42,1,62,2019-08-31,7.35,5,1
30768655,Cozy & Comfortable 1 Bedroom Across VGH,139891966,Ishtar,,Fairview,49.2604,-123.1264,Entire home/apt,79,30,1,2019-08-04,0.67,28,270
30769230,Very basic and Cozy bedroom. Yaletown in the park.,183557402,Eric,,Downtown,49.27317,-123.12629,Private room,109,1,48,2019-09-14,5.54,4,77
30773008,Vancouver contemporary family home,11347771,Christine,,Arbutus Ridge,49.24365,-123.16508,Entire home/apt,576,5,9,2019-08-26,1.06,1,75
30779186,"Spacious cozy 2-BR home at hip Main St, w/parking",111858301,Ada,,Riley Park,49.24799,-123.09865,Entire home/apt,139,2,33,2019-08-16,4.23,3,176
30791910,Entire Westside Home w/ Huge Yard by the Skytrain,27836462,Damon,,South Cambie,49.23579,-123.11939,Entire home/apt,150,3,13,2019-09-12,1.63,1,127
30793077,2 Bedroom Unit in Ideal Location!,87506868,Cordelia,,Renfrew-Collingwood,49.23942,-123.04575,Entire home/apt,225,1,15,2019-09-07,9.18,2,2
30795887,"Luxury 6BR, 3BA Home between Downtown & Airport",227662329,Jordan,,Kensington-Cedar Cottage,49.23967,-123.06692,Entire home/apt,195,1,54,2019-09-16,9.26,2,326
30797582,"Mountain View by Park: 8 bd, 5.5 ba",177585618,Mari,,Arbutus Ridge,49.24251,-123.15805,Entire home/apt,950,1,7,2019-07-24,1.54,1,0
30799943,"Heart of Downtown Heritage Home 7 bd, 5 ba",166087927,Chris,,West End,49.28642,-123.13319,Entire home/apt,1200,1,8,2019-08-18,1.80,1,0
30802351,Artist Loft in Historic Gastown,84779294,Iman,,Downtown Eastside,49.28332,-123.10313,Entire home/apt,199,1,85,2019-09-10,9.24,1,79
30822388,"Upscale & Comfortable 2br (Office, Views, Parking)",19530509,Mireille & Lucas,,Downtown Eastside,49.28175,-123.0826,Entire home/apt,101,30,2,2019-08-31,0.43,1,312
30851051,Bright & Lovely 2BR Great for Families/Relocation!,38459934,Corporate Stays,,West End,49.28637,-123.12786,Entire home/apt,150,30,0,,,25,59
30854178,Heather Suite - Cozy & Minutes to Downtown!,205309212,Jag,,South Cambie,49.24964,-123.11949,Entire home/apt,195,2,26,2019-09-14,3.00,3,173
30856530,Spectacular Mountain & City View,164329859,Samia,,Mount Pleasant,49.26402,-123.10029,Entire home/apt,200,2,0,,,2,0
30858516,Cozy 2Bed Suite - 4min to Skytrain-The BEST Value,9393127,Heidi Carol,,South Cambie,49.25115,-123.11751,Entire home/apt,72,2,17,2019-08-05,1.91,2,64
30885025,Classic Vancouver House,2464654,David,,Dunbar Southlands,49.25253,-123.18482,Entire home/apt,180,1,1,2019-03-19,0.16,2,337
30892524,Downtown Gem - Jr 2 Bedroom Suite with Parking(E4),23977001,Emma,,Downtown,49.28076,-123.12431,Entire home/apt,135,30,0,,,10,99
30914254,Rustic Studio Apartment in DOWNTOWN VANCOUVER!,55694773,Mandeep,,Downtown Eastside,49.27996,-123.10945,Entire home/apt,99,3,40,2019-09-09,4.55,1,201
30914566,Ocean View Suite in Mansion Close to Beach,73875725,Rosie Mae,,West Point Grey,49.26989,-123.21226,Private room,50,2,3,2019-08-10,0.33,6,0
30936480,2 BEDROOM | Family Friendly Home | Commercial Dr,76609166,Brian,,Grandview-Woodland,49.26884,-123.07146,Entire home/apt,85,1,33,2019-08-22,4.67,1,80
30939442,Smart 12 - Lovely 1 bedroom with 1 bathroom unit.,95217850,Mauricio,,Fairview,49.26506,-123.11918,Entire home/apt,90,30,1,2019-07-28,0.58,15,351
30943465,Eclectic City-View High Rise Apartment,231206711,Ashton,,Downtown,49.2816,-123.12482,Entire home/apt,175,1,57,2019-09-10,6.26,1,337
30943839,"Family trip 1st Choice!
交通便利溫哥華西區親子房",72620554,Shelly,,Oakridge,49.2334,-123.12989,Private room,60,1,7,2019-09-14,2.02,3,4
30956957,Corner & Modern One Bedroom Apartment in Yaletown,25919383,Elna,,Downtown,49.27464,-123.11675,Entire home/apt,90,30,4,2019-09-14,0.60,2,106
30965700,Easy Commute Downtown/Chinatown Private Room,139036255,Nicolas,,Downtown Eastside,49.28055,-123.10881,Private room,121,3,0,,,1,41
30984955,The Hidden Retreat - Perfect Location,41967780,Sara,,Fairview,49.2587,-123.13422,Entire home/apt,456,1,28,2019-08-25,3.13,4,80
30994676,Kitslano3br main suite Downtown+UBC+BEACH+BROADWAY,227914387,Susan,,Kitsilano,49.25909,-123.16922,Entire home/apt,150,1,27,2019-09-12,3.46,1,155
31002306,Cozy garden suite in East Vancouver,11379862,Tessa & Jeff,,Hastings-Sunrise,49.26695,-123.04292,Entire home/apt,101,3,21,2019-09-15,2.44,1,344
31003575,Luxury Getaway in one of Vancouver's Finest!,231550449,Aiken,,Downtown,49.27436,-123.12777,Entire home/apt,350,2,43,2019-09-02,4.96,1,209
31004816,Furnished 1 bed with Balcony and City View,10683099,Alice,,Mount Pleasant,49.26524,-123.09176,Entire home/apt,75,1,4,2019-09-02,0.46,1,259
31022942,Queen Guest Room near Queen Elizabeth Park,3223934,Andre,,Riley Park,49.23416,-123.10179,Private room,50,30,1,2019-08-26,1,2,351
31034112,"Oakridge Mall  Room#J Near UBC, DT and Subway.",72620554,Shelly,,Oakridge,49.23304,-123.13092,Private room,49,1,20,2019-09-02,3.75,3,12
31039997,Ground level privacy bd room in Vancouver westside,180017812,Fannie,,Arbutus Ridge,49.24669,-123.16435,Private room,121,1,1,2019-01-14,0.12,5,332
31059418,"面朝大海,春暖花开｡
2分钟步行到公交站可到达市中心,周边有公园购物中心各种餐馆,紧邻UBC校区｡",232010209,Peter & Linda,,West Point Grey,49.26384,-123.19126,Private room,121,2,0,,,1,73
31102189,Central modern 1 bedroom with an amazing view!,3406431,Mani,,Downtown,49.27619,-123.13058,Entire home/apt,160,30,1,2019-08-01,0.63,1,75
31122370,"Sunny, clean & quiet garden suite, Hasting-Sunrise",177522058,Anne-Marie,,Hastings-Sunrise,49.27552,-123.05237,Entire home/apt,79,30,1,2019-08-10,0.77,1,13
31147902,Joy Room - Downtown,25074817,Tatiane,,West End,49.28147,-123.12892,Private room,60,28,3,2019-08-31,0.36,5,62
31171586,Centrally Located West End Apartment,39968359,Jacob,,West End,49.2819,-123.13246,Entire home/apt,249,2,18,2019-09-05,4.00,1,171
31173831,Westside Retreat,47322767,Judy,,Arbutus Ridge,49.25639,-123.16691,Entire home/apt,200,2,11,2019-09-13,1.67,1,290
31178487,Modern Family Home Nestled in Italian Village,63299080,Karla,,Grandview-Woodland,49.2691,-123.06578,Entire home/apt,450,4,0,,,2,0
31212514,Comfortable double-sized bedroom near UBC,215964531,Daniel,,West Point Grey,49.26741,-123.21375,Private room,50,90,0,,,3,365
31212584,Stunning 2 Bed + 2 Bath Luxurious  Entire Condo,217133817,Nuer,,Downtown,49.27315,-123.12746,Entire home/apt,220,30,0,,,1,28
31214389,CENTRAL 3BR Home w/ Patio+ BBQ off of Main Street,11568255,Alisha,,Riley Park,49.2465,-123.09683,Entire home/apt,200,2,38,2019-09-08,4.45,2,183
31221804,D11 - Desirable 1 bedroom in Yaletown,30899,Rami,,Downtown,49.27771,-123.11858,Entire home/apt,105,90,0,,,38,317
31238073,"Tasteful, spacious and bright oasis",3512738,Mike,,Dunbar Southlands,49.23968,-123.17724,Private room,60,1,24,2019-09-13,2.95,2,360
31239574,Cozy pretty bedroom in Vancouver westside,180017812,Fannie,,Arbutus Ridge,49.24911,-123.16807,Private room,89,1,0,,,5,152
31240187,Upstair Lovely bedroom in Vancouver westside,180017812,Fannie,,Arbutus Ridge,49.24743,-123.16443,Private room,89,1,0,,,5,152
31242596,Brand New Arbutus Rose House in Vancouver w side,180017812,Fannie,,Arbutus Ridge,49.24817,-123.1642,Entire home/apt,240,1,41,2019-09-08,4.80,5,234
31243671,Commercial Drive 1 Bdrm Suite 近天车安静宽敞一室一厅,90551553,Suyang,,Grandview-Woodland,49.27162,-123.06191,Entire home/apt,121,3,16,2019-08-30,3.24,1,45
31262239,Character one bedroom suite off Commercial Drive,98041919,Kelly,,Grandview-Woodland,49.26551,-123.068,Entire home/apt,166,2,24,2019-09-13,3.19,1,201
31264316,Light-Filled Cheerful Character House,26058426,Jennifer,,Riley Park,49.24799,-123.09551,Entire home/apt,395,2,5,2019-08-24,1.79,1,0
31268504,Warm & cozy home,121966720,Grace Liu,,Oakridge,49.22469,-123.12218,Private room,79,1,3,2019-01-13,0.35,1,0
31284381,4BR Character Family Home - Walk Score 90,1644397,Colby,,Riley Park,49.2551,-123.10748,Entire home/apt,475,5,0,,,2,36
31287337,Private bedroom/bathroom in downtown Vancouver,7748305,Yusu,,Downtown,49.27786,-123.12984,Private room,121,28,1,2019-08-28,1,2,165
31288435,"Beautiful  STYLISH shared Apartment,Private room .",34078441,Manuel & Rolando,,Downtown Eastside,49.28078,-123.10914,Private room,250,1,15,2019-09-01,1.95,2,333
31291341,Experience Alluring Marpole Vancouver,234170711,Heather,,Marpole,49.21,-123.12746,Private room,124,2,18,2019-09-09,2.43,3,245
31294681,Renovated House 10-15 mins to Downtown,234219558,Joseph,,Hastings-Sunrise,49.28871,-123.0437,Entire home/apt,123,1,73,2019-09-02,8.83,1,164
31294810,Wonderful house & peaceful room near university,3512738,Mike,,Dunbar Southlands,49.23945,-123.17933,Private room,60,1,23,2019-09-01,3.11,2,347
31297332,Balcony Room in Vancouver Traveller Bed &Breakfast,32025862,Vancouver Traveller B&B,,Arbutus Ridge,49.2534,-123.15559,Hotel room,211,3,2,2019-08-12,0.71,4,249
31298328,Walkscore100: Private Bedroom and Bathroom w/Patio,20083641,Atayeb,,Downtown,49.28066,-123.12432,Private room,90,30,2,2019-05-31,0.36,4,241
31317039,Gorgeous Unit by the harbor- Downtown Vancouver,168217258,Max,,Downtown,49.29003,-123.12622,Entire home/apt,105,31,1,2019-08-08,0.73,1,116
31317042,Hygge House,234416464,Christine + Andrew,,Kensington-Cedar Cottage,49.26058,-123.05891,Entire home/apt,301,3,18,2019-09-02,2.55,2,17
31317085,Rest well and explore Vancouver!,197391043,Jason,,Downtown Eastside,49.28127,-123.09105,Entire home/apt,180,2,8,2019-08-09,1.01,1,2
31321326,New & Modern Guest House in heart of Vancouver,25238780,Yisa,,Renfrew-Collingwood,49.25529,-123.05536,Entire home/apt,250,2,13,2019-09-03,4.53,1,81
31337052,"Beautiful condo with view, steps to ocean, beach",156331395,Amber,,Mount Pleasant,49.26883,-123.11439,Entire home/apt,90,30,4,2019-06-29,0.60,1,11
31338715,2 BEDROOM ON ROBSON ST.,11207116,Moe,,West End,49.2855,-123.12887,Entire home/apt,83,30,0,,,2,66
31339164,Private 1 bedroom suite in Joyce-Collingwood,199275310,Mila,,Renfrew-Collingwood,49.24007,-123.02779,Entire home/apt,79,1,14,2019-08-31,3.28,2,335
31340160,Hygge House - Cozy curtained room with desk,234416464,Christine + Andrew,,Kensington-Cedar Cottage,49.26042,-123.05962,Private room,60,1,47,2019-08-28,6.00,2,109
31343548,Centrally Located Apartment,28010322,Emily,,West End,49.28059,-123.13516,Entire home/apt,85,6,8,2019-06-24,1.14,1,0
31344157,Cozy 1 double-size bedroom near skytrain,234170711,Heather,,Marpole,49.20879,-123.12615,Private room,70,2,17,2019-09-01,2.06,3,163
31358796,Cozy 1 queen-size bedroom near skytrain,234170711,Heather,,Marpole,49.21048,-123.12593,Private room,75,2,10,2019-06-13,1.24,3,160
31379682,Bright & Modern 2 Bdrm Garden Suite,13823636,Rob & Julie,,Riley Park,49.24804,-123.09816,Entire home/apt,189,1,16,2019-09-01,3.36,1,84
31381243,Buchan Hotel - shared bathroom,222595464,Andrew,,West End,49.29249,-123.13946,Hotel room,85,1,2,2019-05-01,0.40,2,315
31388423,Main Street 1 Bdrm & Office w/ Pets OK!,29935262,Jaymee,,Mount Pleasant,49.2619,-123.09888,Entire home/apt,150,2,12,2019-09-15,1.59,1,24
31409416,Boutique Hotel near Stanley Park,222595464,Andrew,,West End,49.29273,-123.13779,Hotel room,98,1,4,2019-07-17,0.54,2,355
31413871,Feb-March Sublet on Cherry-Blossom Street,1257898,Suez,,Grandview-Woodland,49.27411,-123.06507,Entire home/apt,93,30,0,,,2,320
31426960,Féng Shui Executive Living 1,167103068,Lee,,Grandview-Woodland,49.26928,-123.06323,Entire home/apt,155,2,13,2019-09-07,2.03,2,258
31443032,Gastown Loft - The Life.,31762545,Jl,,Downtown Eastside,49.28206,-123.10362,Entire home/apt,250,3,11,2019-06-07,1.54,1,0
31444609,Beautiful Studio Condo - Downtown Vancouver,2502595,LEVEL Furnished Living,,Downtown,49.27733,-123.12346,Entire home/apt,501,1,0,,,19,355
31444936,Spacious Studio Apartment in Yaletown,2502595,LEVEL Furnished Living,,Downtown,49.27767,-123.12134,Entire home/apt,450,1,2,2019-06-22,0.52,19,354
